Vis 1,-34.680851063829785,-36.20425531914894,-23.795744680851065,left
Vis 2,-34.23744292237443,-51.23287671232876,-18.721461187214615,left
Vis 3,-25.634615384615387,-44.519230769230774,-14.53846153846154,left
Vis 4,-28.01550387596899,-62.85271317829457,-12.29457364341085,left
Vis 5,-31.200000000000003,-42.65714285714286,-8.771428571428572,left
Vis 6,-34.32804232804233,-68.62433862433863,-15.777777777777779,left
Vis 7,-45.236363636363635,-66.76363636363637,-17.6,left
Vis 8,-24.803347280334734,-57.297071129707106,-8.828451882845187,left
Vis 9,-35.96511627906977,-80.01162790697674,-14.74418604651163,left
Vis 10,-25.784946236559136,-80.38709677419355,-13.096774193548384,left
Vis 11,-21.23720930232558,-74.01860465116279,-8.846511627906978,left
Vis 12,-44.945454545454545,-72.14545454545456,-10.967272727272729,left
Vis 13,-21.52380952380952,-50.03174603174604,-6.111111111111114,left
Vis 14,-20.190909090909088,-88.30909090909091,-16.163636363636364,left
Vis 15,-42.36942675159236,-83.69426751592357,-14.191082802547768,left
Vis 16,-13.84210526315789,-70.92105263157895,-9.526315789473685,left
Vis 17,-13.131147540983605,-83.40983606557377,-14.295081967213115,left
Vis 18,-30.799999999999997,-90.85333333333332,-17.946666666666665,left
Vis 19,-14.625,-63.65,-5.325000000000003,left
Vis 20,-15.508196721311478,-38.393442622950815,-10.85245901639344,left
Vis 21,-45.91150442477876,-71.2920353982301,-2.86725663716814,left
Vis 22,-13.246376811594203,-49.768115942028984,-6.985507246376812,left
Vis 23,-6.480519480519476,-78.42857142857143,-7.038961038961034,left
Vis 24,-34.45255474452555,-91.7080291970803,-9.620437956204377,left
Vis 25,-10.158415841584159,-60.851485148514854,-2.871287128712865,left
Vis 26,-6.19130434782609,-70.57391304347826,-2.0,left
Vis 27,-5.10734463276836,-89.81920903954801,-12.89265536723164,left
Vis 28,-20.457142857142856,-99.2,-11.853968253968254,left
Vis 29,-45.54871794871795,-81.83589743589744,-1.3128205128205082,left
Vis 30,-10.06535947712419,-97.58169934640523,-12.065359477124183,left
Vis 31,-13.487804878048777,-41.756097560975604,-4.512195121951223,left
Vis 32,-7.41463414634147,-61.1219512195122,2.7804878048780495,left
Vis 33,-29.375,-95.92857142857143,-2.4285714285714306,left
Vis 34,-36.43589743589744,-89.1923076923077,0.9230769230769198,left
Vis 35,-5.291139240506325,-79.08860759493672,2.607594936708864,left
Vis 36,-43.9125,-70.775,6.599999999999994,left
Vis 37,-4.945454545454552,-68.9090909090909,6.36363636363636,left
Vis 38,-16.51034482758621,-55.21379310344828,0.7034482758620726,left
Vis 39,-8.57142857142857,-94.58823529411765,-2.033613445378151,left
Vis 40,-6.063829787234042,-102.97872340425532,-1.0638297872340416,left
Vis 41,-12.272727272727266,-45.93939393939394,2.2727272727272663,left
Vis 42,-48.149068322981364,-77.91304347826087,8.9192546583851,left
Vis 43,-6.765100671140942,-87.6778523489933,2.053691275167779,left
Vis 44,-17.872093023255815,-102.09302325581396,2.9069767441860535,left
Vis 45,-43.16216216216216,-85.64864864864865,10.027027027027032,left
Vis 46,-16.92682926829268,-68.04878048780488,4.073170731707322,left
Vis 47,-11.033333333333331,-75.06666666666666,8.88333333333334,left
Vis 48,-13.942857142857136,-50.85714285714286,4.914285714285711,left
Vis 49,-24.777358490566044,-94.95849056603774,7.909433962264146,left
Vis 50,-23.755102040816325,-59.22448979591837,5.306122448979593,left
Vis 51,-7.463414634146346,-81.7560975609756,9.951219512195124,left
Vis 52,-3.854545454545459,-94.94545454545454,4.799999999999997,left
Vis 53,-32.20814479638009,-87.7556561085973,9.610859728506782,left
Vis 54,-8.76086956521739,-99.8913043478261,10.902173913043484,left
Vis 55,-16.700000000000003,-57.900000000000006,8.200000000000003,left
Vis 56,-18.045112781954884,-64.9624060150376,9.203007518796994,left
Vis 57,-8.358208955223887,-69.52238805970148,12.119402985074629,left
Vis 58,-17.744966442953015,-98.2281879194631,17.127516778523486,left
Vis 59,-48.38461538461539,-75.07692307692308,20.230769230769226,left
Vis 60,-2.92307692307692,-79.84615384615384,12.15384615384616,left
Vis 61,-41.89787234042553,-80.22978723404256,16.55319148936171,left
Vis 62,-4.5507246376811565,-92.69565217391305,16.94202898550725,left
Vis 63,-18.66666666666667,-59.8974358974359,16.615384615384613,left
Vis 64,-25.113043478260863,-91.11304347826086,20.19130434782609,left
Vis 65,-34.549019607843135,-89.88235294117646,19.215686274509807,left
Vis 66,-7.164179104477611,-68.02985074626866,16.388059701492537,left
Vis 67,-3.7979797979797922,-82.24242424242425,20.707070707070713,left
Vis 68,-10.052173913043475,-95.30434782608695,25.61739130434782,left
Vis 69,-16.52307692307693,-67.07692307692308,17.41538461538461,left
Vis 70,-17.318918918918925,-89.72972972972973,23.178378378378383,left
Vis 71,-4.747826086956522,-77.07826086956521,27.47826086956522,left
Vis 72,-27.158730158730158,-81.0,19.42857142857143,left
Vis 73,-5.692307692307693,-88.58974358974359,32.47435897435898,left
Vis 74,-31.48275862068966,-84.87931034482759,25.58620689655173,left
Vis 75,-13.936000000000007,-74.864,24.319999999999993,left
Vis 76,-17.169811320754718,-89.14465408805032,33.62264150943396,left
Vis 77,-23.862745098039213,-81.45098039215686,29.15686274509804,left
Vis 78,-12.08391608391608,-80.51748251748252,34.74125874125875,left
Vis 79,-14.432432432432435,-85.74774774774775,42.03603603603604,left
